"年月日","都道府県ID","商品ID","数量"
"2018/3/1","10","7","7"
"2016/11/30","22","16","7"
"2016/11/30","32","9","7"
"2016/11/30","33","1","7"
"2016/11/30","35","16","7"
"2016/11/30","37","2","7"
"2016/12/31","1","9","7"
"2016/12/31","3","14","7"
"2016/12/31","14","2","7"
"2016/12/31","18","2","7"
"2016/12/31","35","14","7"
"2016/12/31","42","2","7"
"2016/12/31","47","2","7"
"2017/3/1","32","12","7"
"2018/4/1","25","7","7"
"2018/4/1","35","16","7"
"2018/4/1","37","9","7"
"2018/5/1","1","4","7"
"2018/5/1","3","4","7"
"2018/5/1","5","1","7"
"2018/5/1","6","4","7"
"2018/5/1","7","9","7"
"2018/5/1","7","12","7"
"2018/5/1","9","7","7"
"2018/5/1","14","4","7"
"2018/5/1","14","5","7"
"2018/5/1","14","14","7"
"2018/5/1","17","9","7"
"2018/5/1","22","4","7"
"2018/5/1","23","12","7"
"2018/5/1","30","5","7"
"2018/5/1","31","1","7"
"2018/5/1","33","4","7"
"2018/5/1","33","1","7"
"2018/5/1","35","4","7"
"2018/5/1","35","5","7"
"2018/5/1","36","2","7"
"2018/5/1","37","2","7"
"2018/5/1","38","5","7"
"2018/5/1","42","16","7"
"2018/5/1","47","2","7"
"2018/6/1","10","4","7"
"2018/6/1","10","5","7"
"2018/6/1","10","7","7"
"2018/6/1","13","7","7"
"2018/6/1","13","1","7"
"2018/6/1","16","16","7"
"2018/6/1","17","9","7"
"2018/6/1","18","2","7"
"2018/6/1","24","16","7"
"2018/6/1","40","12","7"
"2018/6/1","43","5","7"
"2018/6/1","43","1","7"
"2018/6/1","46","16","7"
"2018/6/1","46","2","7"
"2018/7/1","3","7","7"
"2018/7/1","5","1","7"
"2018/7/1","6","16","7"
"2018/7/1","10","4","7"
"2018/7/1","13","4","7"
"2018/7/1","14","7","7"
"2018/7/1","14","16","7"
"2018/7/1","16","12","7"
"2018/7/1","18","2","7"
"2018/7/1","21","16","7"
"2018/7/1","30","7","7"
"2018/7/1","33","16","7"
"2018/7/1","35","16","7"
"2018/7/1","42","12","7"
"2018/7/1","43","7","7"
"2018/8/1","4","12","7"
"2018/8/1","7","5","7"
"2018/8/1","7","12","7"
"2018/8/1","10","16","7"
"2018/8/1","14","7","7"
"2018/8/1","15","1","7"
"2018/8/1","15","5","7"
"2018/8/1","17","1","7"
"2018/8/1","17","12","7"
"2018/8/1","20","7","7"
"2018/8/1","21","7","7"
"2018/8/1","35","7","7"
"2018/9/1","1","1","7"
"2018/9/1","1","7","7"
"2018/9/1","4","12","7"
"2018/9/1","5","17","7"
"2018/9/1","6","7","7"
"2018/9/1","7","4","7"
"2018/9/1","10","16","7"
"2018/9/1","17","12","7"
"2018/9/1","18","5","7"
"2018/9/1","18","12","7"
"2018/9/1","20","1","7"
"2018/9/1","20","5","7"
"2018/9/1","20","2","7"
"2018/9/1","21","5","7"
"2018/9/1","25","1","7"
"2018/9/1","25","12","7"
"2018/9/1","38","5","7"
"2018/9/1","42","12","7"
"2018/9/1","46","12","7"
"2018/10/1","1","4","7"
"2018/10/1","5","17","7"
"2018/10/1","6","4","7"
"2018/10/1","12","16","7"
"2018/10/1","18","7","7"
"2018/10/1","20","12","7"
"2018/10/1","21","4","7"
"2018/10/1","22","5","7"
"2018/10/1","23","12","7"
"2018/10/1","25","4","7"
"2018/10/1","28","16","7"
"2018/10/1","31","16","7"
"2018/10/1","37","16","7"
"2018/10/1","42","7","7"
"2018/10/1","46","7","7"
"2018/11/1","6","7","7"
"2018/11/1","14","12","7"
"2018/11/1","25","12","7"
"2018/11/1","33","7","7"
"2018/11/1","42","5","7"
"2018/11/1","47","16","7"
"2016/1/1","2","9","8"
"2016/1/1","3","1","8"
"2016/1/1","3","9","8"
"2016/1/1","9","10","8"
"2016/1/1","11","1","8"
"2016/1/1","17","10","8"
"2016/1/1","18","10","8"
"2016/1/1","25","7","8"
"2016/1/1","30","9","8"
"2016/1/1","33","9","8"
"2016/1/1","35","9","8"
"2016/1/1","38","1","8"
"2016/1/1","38","4","8"
"2016/1/1","43","8","8"
"2016/1/1","46","7","8"
"2016/2/1","7","4","8"
"2016/2/1","9","8","8"
"2016/2/1","13","9","8"
"2016/2/1","15","1","8"
"2016/2/1","17","1","8"
"2016/2/1","17","13","8"
"2016/2/1","22","10","8"
"2016/2/1","32","3","8"
"2016/2/1","32","4","8"
"2016/2/1","35","6","8"
"2016/2/1","35","10","8"
"2016/2/1","42","1","8"
"2016/2/1","43","16","8"
"2016/2/1","46","1","8"
"2016/2/1","46","13","8"
"2016/2/29","1","7","8"
"2016/2/29","3","7","8"
"2016/2/29","4","4","8"
"2016/2/29","6","8","8"
"2016/2/29","7","10","8"
"2016/2/29","9","13","8"
"2016/2/29","13","3","8"
"2016/2/29","21","7","8"
"2016/2/29","32","13","8"
"2016/2/29","33","7","8"
"2016/2/29","42","7","8"
"2016/2/29","42","10","8"
"2016/2/29","47","4","8"
"2016/2/29","47","10","8"
"2016/3/31","3","9","8"
"2016/3/31","3","13","8"
"2016/3/31","6","10","8"
"2016/3/31","13","3","8"
"2016/3/31","13","4","8"
"2016/3/31","14","10","8"
"2016/3/31","21","9","8"
"2016/3/31","21","10","8"
"2016/3/31","22","13","8"
"2016/3/31","23","10","8"
"2016/3/31","32","8","8"
"2016/3/31","33","9","8"
"2016/3/31","35","7","8"
"2016/3/31","38","7","8"
"2016/3/31","43","4","8"
"2017/4/1","3","3","8"
"2017/4/1","5","2","8"
"2017/4/1","10","6","8"
"2017/4/1","13","8","8"
"2017/4/1","14","3","8"
"2017/4/1","20","3","8"
"2017/4/1","22","6","8"
"2017/4/1","28","10","8"
"2017/4/1","33","3","8"
"2017/4/1","35","6","8"
"2017/4/1","38","6","8"
"2017/4/1","43","8","8"
"2017/5/1","1","7","8"
"2017/5/1","3","7","8"
"2017/5/1","4","4","8"
"2017/5/1","6","8","8"
"2017/5/1","7","10","8"
"2017/5/1","9","13","8"
"2017/5/1","13","3","8"
"2017/9/1","32","3","8"
"2017/9/1","32","4","8"
"2017/9/1","35","6","8"
"2017/9/1","35","10","8"
"2017/9/1","42","1","8"
"2017/9/1","43","16","8"
"2017/9/1","46","1","8"
"2017/9/1","46","13","8"
"2017/10/1","3","13","8"
"2017/10/1","4","6","8"
"2017/10/1","9","10","8"
"2017/10/1","13","16","8"
"2017/10/1","16","6","8"
"2017/10/1","16","2","8"
"2017/10/1","18","8","8"
"2017/10/1","30","1","8"
"2017/10/1","30","13","8"
"2017/10/1","32","7","8"
"2017/10/1","35","1","8"
"2017/10/1","36","2","8"
"2017/10/1","38","1","8"
"2017/10/1","38","16","8"
"2017/10/1","40","2","8"
"2017/10/1","42","2","8"
"2017/10/1","43","7","8"
"2017/11/1","3","4","8"
"2017/11/1","4","8","8"
"2017/11/1","13","1","8"
"2017/11/1","13","3","8"
"2017/11/1","17","6","8"
"2017/11/1","18","6","8"
"2017/11/1","23","14","8"
"2017/11/1","25","6","8"
"2017/11/1","32","1","8"
"2017/11/1","32","7","8"
"2017/11/1","38","2","8"
"2017/11/1","38","13","8"
"2017/11/1","43","16","8"
"2017/12/1","1","3","8"
"2017/12/1","1","8","8"
"2017/12/1","3","6","8"
"2017/12/1","3","2","8"
"2017/12/1","5","1","8"
"2017/12/1","7","2","8"
"2017/12/1","14","8","8"
"2017/12/1","15","4","8"
"2017/12/1","15","13","8"
"2017/12/1","16","4","8"
"2017/12/1","17","2","8"
"2017/12/1","21","8","8"
"2017/12/1","22","14","8"
"2017/12/1","22","2","8"
"2017/12/1","28","10","8"
"2017/12/1","30","8","8"
"2017/12/1","33","8","8"
"2017/12/1","35","8","8"
"2017/12/1","38","6","8"
"2017/12/1","38","14","8"
"2017/12/1","40","4","8"
"2017/12/1","46","13","8"
"2017/12/1","47","4","8"
"2017/12/1","47","13","8"
"2018/1/1","1","13","8"
"2017/5/1","3","4","8"
"2017/5/1","4","8","8"
"2017/5/1","13","1","8"
"2017/5/1","13","3","8"
"2017/5/1","17","6","8"
"2017/5/1","18","6","8"
"2017/5/1","23","14","8"
"2017/5/1","25","6","8"
"2017/5/1","32","1","8"
"2017/5/1","32","7","8"
"2017/5/1","38","2","8"
"2017/5/1","38","13","8"
"2017/5/1","43","16","8"
"2016/5/31","3","13","8"
"2016/5/31","4","6","8"
"2016/5/31","9","10","8"
"2016/5/31","13","16","8"
"2016/5/31","16","6","8"
"2016/5/31","16","2","8"
"2016/5/31","18","8","8"
"2016/5/31","30","1","8"
"2016/5/31","30","13","8"
"2016/5/31","32","7","8"
"2016/5/31","35","1","8"
"2016/5/31","36","2","8"
"2016/5/31","38","1","8"
"2016/5/31","38","16","8"
"2016/5/31","40","2","8"
"2016/5/31","42","2","8"
"2016/5/31","43","7","8"
"2016/6/30","1","3","8"
"2016/6/30","1","8","8"
"2016/6/30","3","6","8"
"2016/6/30","3","2","8"
"2016/6/30","5","1","8"
"2016/6/30","7","2","8"
"2016/6/30","14","8","8"
"2016/6/30","15","4","8"
"2016/6/30","15","13","8"
"2016/6/30","16","4","8"
"2016/6/30","17","2","8"
"2016/6/30","21","8","8"
"2016/6/30","22","14","8"
"2016/6/30","22","2","8"
"2016/6/30","28","10","8"
"2016/6/30","30","8","8"
"2016/6/30","33","8","8"
"2016/6/30","35","8","8"
"2016/6/30","38","6","8"
"2016/6/30","38","14","8"
"2016/6/30","40","4","8"
"2016/6/30","46","13","8"
"2016/6/30","47","4","8"
"2016/6/30","47","13","8"
"2016/7/31","3","9","8"
"2016/7/31","3","13","8"
"2016/7/31","6","10","8"
"2016/7/31","13","3","8"
"2016/7/31","13","4","8"
"2016/7/31","14","10","8"
"2016/7/31","21","9","8"
"2016/7/31","21","10","8"
"2016/7/31","22","13","8"
"2016/7/31","23","10","8"
"2018/3/1","14","4","8"
"2018/3/1","14","12","8"
"2018/3/1","20","4","8"
"2018/3/1","20","8","8"
"2018/3/1","21","4","8"
"2018/3/1","25","8","8"
"2018/3/1","25","12","8"
"2018/3/1","30","4","8"
"2018/3/1","30","10","8"
"2018/3/1","33","10","8"
"2018/3/1","33","12","8"
"2018/3/1","35","1","8"
"2018/3/1","38","1","8"
"2018/3/1","38","10","8"
"2018/3/1","40","9","8"
"2018/4/1","1","7","8"
"2018/4/1","1","12","8"
"2018/4/1","7","9","8"
"2018/4/1","14","7","8"
"2018/4/1","15","9","8"
"2018/4/1","16","8","8"
"2018/4/1","22","16","8"
"2017/5/1","21","7","8"
"2017/5/1","32","13","8"
"2017/5/1","33","7","8"
"2017/5/1","42","7","8"
"2017/5/1","42","10","8"
"2017/5/1","47","4","8"
"2017/5/1","47","10","8"
"2017/6/1","7","4","8"
"2017/6/1","9","3","8"
"2017/6/1","23","7","8"
"2017/6/1","36","1","8"
"2017/6/1","36","10","8"
"2017/6/1","37","7","8"
"2017/6/1","43","8","8"
"2017/6/1","46","4","8"
"2017/6/1","47","4","8"
"2017/7/1","3","1","8"
"2017/7/1","3","9","8"
"2017/7/1","9","8","8"
"2017/7/1","17","10","8"
"2017/7/1","18","10","8"
"2017/7/1","21","7","8"
"2017/7/1","25","7","8"
"2017/7/1","30","9","8"
"2017/7/1","33","9","8"
"2017/7/1","35","1","8"
"2017/7/1","35","9","8"
"2017/7/1","38","1","8"
"2017/7/1","38","4","8"
"2017/7/1","43","8","8"
"2017/7/1","46","7","8"
"2017/7/1","47","10","8"
"2017/8/1","3","9","8"
"2017/8/1","3","13","8"
"2017/8/1","6","10","8"
"2017/8/1","13","3","8"
"2017/8/1","13","4","8"
"2017/8/1","14","10","8"
"2017/8/1","21","9","8"
"2017/8/1","21","10","8"
"2017/8/1","22","13","8"
"2017/8/1","23","10","8"
"2017/8/1","32","8","8"
"2017/8/1","33","9","8"
"2017/8/1","35","7","8"
"2017/8/1","38","7","8"
"2017/8/1","43","4","8"
"2017/9/1","7","1","8"
"2017/9/1","9","8","8"
"2017/9/1","13","9","8"
"2017/9/1","15","1","8"
"2017/9/1","17","1","8"
"2017/9/1","17","13","8"
"2017/9/1","22","10","8"
"2016/7/31","32","8","8"
"2016/7/31","33","9","8"
"2016/7/31","35","7","8"
"2016/7/31","38","7","8"
"2016/7/31","43","4","8"
"2016/8/31","3","4","8"
"2016/8/31","4","8","8"
"2016/8/31","13","1","8"
"2016/8/31","13","3","8"
"2016/8/31","17","6","8"
"2016/8/31","18","6","8"
"2016/8/31","23","14","8"
"2016/8/31","25","6","8"
"2016/8/31","32","1","8"
"2016/8/31","32","7","8"
"2016/8/31","38","2","8"
"2016/8/31","38","13","8"
"2016/8/31","43","16","8"
"2016/9/30","3","1","8"
"2016/9/30","3","9","8"
"2016/9/30","9","8","8"
"2016/9/30","17","10","8"
"2016/9/30","18","10","8"
"2016/9/30","21","7","8"
"2016/9/30","25","7","8"
"2016/9/30","30","9","8"
"2016/9/30","33","9","8"
"2016/9/30","35","1","8"
"2016/9/30","35","9","8"
"2016/9/30","38","1","8"
"2016/9/30","38","4","8"
"2016/9/30","43","8","8"
"2016/9/30","46","7","8"
"2016/9/30","47","10","8"
"2016/10/31","3","4","8"
"2016/10/31","4","8","8"
"2016/10/31","13","1","8"
"2016/10/31","13","3","8"
"2016/10/31","17","6","8"
"2016/10/31","18","6","8"
"2016/10/31","23","14","8"
"2016/10/31","25","6","8"
"2016/10/31","32","1","8"
"2016/10/31","32","7","8"
"2016/10/31","38","2","8"
"2016/10/31","38","13","8"
"2016/10/31","43","16","8"
"2016/11/30","3","13","8"
"2016/11/30","4","6","8"
"2016/11/30","9","10","8"
"2018/1/1","3","3","8"
"2018/1/1","4","10","8"
"2018/1/1","5","7","8"
"2018/1/1","9","8","8"
"2018/1/1","10","6","8"
"2018/1/1","16","10","8"
"2018/1/1","22","6","8"
"2018/1/1","23","4","8"
"2018/1/1","23","10","8"
"2018/1/1","30","13","8"
"2018/1/1","32","1","8"
"2018/1/1","33","13","8"
"2018/1/1","35","3","8"
"2018/1/1","36","10","8"
"2018/2/1","3","6","8"
"2018/2/1","4","12","8"
"2018/2/1","9","7","8"
"2018/2/1","10","1","8"
"2018/2/1","10","2","8"
"2018/2/1","10","13","8"
"2018/2/1","13","3","8"
"2018/2/1","13","16","8"
"2018/2/1","17","12","8"
"2018/2/1","18","4","8"
"2018/2/1","21","6","8"
"2018/2/1","30","6","8"
"2018/2/1","30","8","8"
"2018/2/1","35","6","8"
"2018/2/1","35","8","8"
"2018/2/1","36","10","8"
"2018/2/1","37","10","8"
"2018/2/1","38","2","8"
"2018/2/1","42","1","8"
"2018/2/1","43","3","8"
"2018/2/1","43","14","8"
"2018/3/1","3","10","8"
"2018/3/1","10","16","8"
"2016/11/30","13","16","8"
"2016/11/30","16","6","8"
"2016/11/30","16","2","8"
"2016/11/30","18","8","8"
"2016/11/30","30","1","8"
"2016/11/30","30","13","8"
"2016/11/30","32","7","8"
"2016/11/30","35","1","8"
"2016/11/30","36","2","8"
"2016/11/30","38","1","8"
"2016/11/30","38","16","8"
"2016/11/30","40","2","8"
"2016/11/30","43","7","8"
"2016/12/31","3","2","8"
"2016/12/31","5","1","8"
"2016/12/31","7","2","8"
"2016/12/31","14","8","8"
"2016/12/31","15","4","8"
"2016/12/31","15","13","8"
"2016/12/31","16","4","8"
"2016/12/31","17","2","8"
"2016/12/31","21","8","8"
"2016/12/31","22","14","8"
"2016/12/31","22","2","8"
"2016/12/31","28","10","8"
"2016/12/31","30","8","8"
"2016/12/31","33","8","8"
"2016/12/31","35","8","8"
"2016/12/31","38","6","8"
"2016/12/31","38","14","8"
"2016/12/31","40","4","8"
"2016/12/31","47","4","8"
"2018/4/1","25","12","8"
"2018/4/1","30","7","8"
"2018/4/1","33","4","8"
"2018/4/1","33","7","8"
"2018/4/1","36","9","8"
"2018/4/1","37","8","8"
"2018/4/1","38","4","8"
"2018/4/1","46","9","8"
"2018/4/1","47","9","8"
"2018/5/1","1","12","8"
"2018/5/1","1","1","8"
"2018/5/1","6","12","8"
"2018/5/1","9","1","8"
"2018/5/1","10","4","8"
"2018/5/1","10","6","8"
"2018/5/1","13","3","8"
"2018/5/1","14","1","8"
"2018/5/1","15","16","8"
"2018/5/1","16","2","8"
"2018/5/1","18","8","8"
"2018/5/1","20","12","8"
"2018/5/1","21","12","8"
"2018/5/1","21","1","8"
"2018/5/1","23","8","8"
"2018/5/1","23","9","8"
"2018/5/1","24","2","8"
"2018/5/1","35","1","8"
"2018/5/1","40","2","8"
"2018/5/1","43","3","8"
"2018/5/1","46","8","8"
"2018/5/1","46","9","8"
"2018/6/1","3","13","8"
"2018/6/1","4","16","8"
"2018/6/1","17","2","8"
"2018/6/1","20","8","8"
"2018/6/1","24","12","8"
"2018/6/1","32","7","8"
"2018/6/1","33","9","8"
"2018/6/1","36","12","8"
"2018/6/1","43","4","8"
"2018/7/1","1","7","8"
"2018/7/1","1","16","8"
"2018/7/1","4","2","8"
"2018/7/1","9","9","8"
"2018/7/1","10","6","8"
"2018/7/1","13","6","8"
"2018/7/1","15","10","8"
"2018/7/1","15","12","8"
"2018/7/1","16","10","8"
"2018/7/1","17","2","8"
"2018/7/1","19","3","8"
"2018/7/1","22","7","8"
"2018/7/1","24","13","8"
"2018/7/1","32","4","8"
"2018/7/1","42","2","8"
"2018/8/1","1","8","8"
"2018/8/1","4","2","8"
"2018/8/1","7","1","8"
"2018/8/1","13","6","8"
"2018/8/1","17","2","8"
"2018/8/1","20","1","8"
"2018/8/1","20","8","8"
"2018/8/1","23","1","8"
"2018/8/1","25","7","8"
"2018/8/1","28","3","8"
"2018/8/1","32","16","8"
"2018/8/1","38","7","8"
"2018/8/1","46","13","8"
"2018/9/1","4","10","8"
"2018/9/1","6","1","8"
"2018/9/1","6","13","8"
"2018/9/1","7","8","8"
"2018/9/1","10","6","8"
"2018/9/1","12","3","8"
"2018/9/1","18","8","8"
"2018/9/1","18","10","8"
"2018/9/1","20","13","8"
"2018/9/1","21","13","8"
"2018/9/1","22","2","8"
"2018/9/1","23","1","8"
"2018/9/1","23","4","8"
"2018/9/1","23","8","8"
"2018/9/1","30","7","8"
"2018/9/1","33","1","8"
"2018/9/1","38","1","8"
"2018/9/1","38","7","8"
"2018/10/1","3","3","8"
"2018/10/1","4","7","8"
"2018/10/1","5","9","8"
"2018/10/1","7","7","8"
"2018/10/1","10","1","8"
"2018/10/1","10","13","8"
"2018/10/1","12","10","8"
"2018/10/1","14","3","8"
"2018/10/1","14","12","8"
"2018/10/1","15","6","8"
"2018/10/1","17","6","8"
"2018/10/1","18","6","8"
"2018/10/1","22","3","8"
"2018/10/1","25","12","8"
"2018/10/1","27","10","8"
"2018/10/1","30","3","8"
"2018/10/1","30","4","8"
"2018/10/1","33","3","8"
"2018/10/1","35","3","8"
"2018/10/1","35","4","8"
"2018/10/1","38","3","8"
"2018/10/1","42","6","8"
"2018/10/1","44","10","8"
"2018/10/1","47","8","8"
"2018/11/1","1","7","8"
"2018/11/1","3","10","8"
"2018/11/1","3","13","8"
"2018/11/1","4","3","8"
"2018/11/1","4","8","8"
"2018/11/1","14","7","8"
"2018/11/1","16","8","8"
"2018/11/1","17","8","8"
"2018/11/1","17","16","8"
"2018/11/1","33","10","8"
"2018/11/1","38","10","8"
"2018/11/1","42","8","8"
"2018/11/1","46","3","8"
"2016/1/1","1","7","9"
"2016/1/1","14","6","9"
"2016/1/1","14","7","9"
"2016/1/1","20","7","9"
"2016/1/1","22","4","9"
"2016/1/1","23","10","9"
"2016/1/1","33","1","9"
"2016/1/1","33","4","9"
"2016/1/1","35","4","9"
"2016/2/1","6","13","9"
"2016/2/1","10","6","9"
"2016/2/1","13","7","9"
"2016/2/1","18","13","9"
"2016/2/1","23","1","9"
"2016/2/1","25","1","9"
"2016/2/1","25","13","9"
"2016/2/1","32","7","9"
"2016/2/1","32","9","9"
"2016/2/1","32","16","9"
"2016/2/1","43","3","9"
"2016/2/1","47","13","9"
"2016/2/29","5","9","9"
"2016/2/29","6","10","9"
"2016/2/29","14","7","9"
"2016/2/29","14","8","9"
"2016/2/29","18","4","9"
"2016/2/29","18","10","9"
"2016/2/29","20","8","9"
"2016/2/29","21","8","9"
"2016/2/29","23","4","9"
"2016/2/29","23","8","9"
"2016/2/29","25","4","9"
"2016/2/29","30","7","9"
"2016/2/29","38","7","9"
"2016/2/29","42","4","9"
"2016/2/29","43","12","9"
"2016/3/31","1","10","9"
"2016/3/31","3","1","9"
"2016/3/31","3","10","9"
"2016/3/31","5","6","9"
"2016/3/31","10","1","9"
"2016/3/31","10","7","9"
"2016/3/31","13","7","9"
"2016/3/31","33","10","9"
"2016/3/31","35","13","9"
"2016/3/31","38","1","9"
"2016/3/31","38","9","9"
"2016/3/31","38","13","9"
"2017/4/1","5","13","9"
"2017/4/1","21","3","9"
"2017/4/1","32","8","9"
"2017/4/1","37","10","9"
"2017/4/1","38","12","9"
"2017/5/1","5","9","9"
"2017/5/1","6","10","9"
"2017/5/1","14","7","9"
"2017/5/1","14","8","9"
"2017/5/1","18","4","9"
"2017/5/1","18","10","9"
"2017/9/1","25","1","9"
"2017/9/1","25","13","9"
"2017/9/1","32","7","9"
"2017/9/1","32","9","9"
"2017/9/1","32","16","9"
"2017/9/1","43","3","9"
"2017/9/1","47","13","9"
"2017/10/1","1","8","9"
"2017/10/1","3","1","9"
"2017/10/1","4","2","9"
"2017/10/1","7","6","9"
"2017/10/1","9","3","9"
"2017/10/1","9","9","9"
"2017/10/1","22","13","9"
"2017/10/1","23","6","9"
"2017/10/1","25","6","9"
"2017/10/1","35","13","9"
"2017/10/1","42","6","9"
"2017/10/1","42","8","9"
"2017/10/1","46","6","9"
"2017/10/1","47","6","9"
"2017/11/1","1","14","9"
"2017/11/1","6","14","9"
"2017/11/1","6","2","9"
"2017/11/1","7","8","9"
"2017/11/1","13","4","9"
"2017/11/1","13","13","9"
"2017/11/1","13","16","9"
"2017/11/1","14","14","9"
"2017/11/1","17","8","9"
"2017/11/1","20","14","9"
"2017/11/1","21","2","9"
"2017/11/1","23","6","9"
"2017/11/1","25","14","9"
"2017/11/1","32","3","9"
"2017/11/1","32","16","9"
"2017/11/1","33","14","9"
"2017/11/1","43","4","9"
"2017/11/1","46","6","9"
"2017/12/1","1","2","9"
"2017/12/1","6","2","9"
"2017/12/1","7","4","9"
"2017/12/1","7","13","9"
"2017/12/1","10","6","9"
"2017/12/1","10","14","9"
"2017/12/1","14","3","9"
"2017/12/1","17","4","9"
"2017/12/1","17","13","9"
"2017/12/1","18","13","9"
"2017/12/1","23","2","9"
"2017/12/1","24","10","9"
"2017/12/1","25","3","9"
"2017/12/1","33","2","9"
"2017/12/1","42","4","9"
"2017/12/1","42","13","9"
"2017/12/1","46","2","9"
"2017/5/1","1","14","9"
"2017/5/1","6","14","9"
"2017/5/1","6","2","9"
"2017/5/1","7","8","9"
"2017/5/1","13","4","9"
"2017/5/1","13","13","9"
"2017/5/1","13","16","9"
"2017/5/1","14","14","9"
"2017/5/1","17","8","9"
"2017/5/1","20","14","9"
"2017/5/1","21","2","9"
"2017/5/1","23","6","9"
"2017/5/1","25","14","9"
"2017/5/1","32","3","9"
"2017/5/1","32","16","9"
"2017/5/1","33","14","9"
"2017/5/1","43","4","9"
"2017/5/1","46","6","9"
"2016/5/31","1","8","9"
"2016/5/31","3","1","9"
"2016/5/31","4","2","9"
"2016/5/31","7","6","9"
"2016/5/31","9","3","9"
"2016/5/31","9","9","9"
"2016/5/31","22","13","9"
"2016/5/31","23","6","9"
"2016/5/31","25","6","9"
"2016/5/31","35","13","9"
"2016/5/31","42","6","9"
"2016/5/31","42","8","9"
"2016/5/31","46","6","9"
"2016/5/31","47","6","9"
"2016/6/30","1","2","9"
"2016/6/30","6","2","9"
"2016/6/30","7","4","9"
"2016/6/30","7","13","9"
"2016/6/30","10","6","9"
"2016/6/30","10","14","9"
"2016/6/30","14","3","9"
"2016/6/30","17","4","9"
"2016/6/30","17","13","9"
"2016/6/30","18","13","9"
"2016/6/30","23","2","9"
"2016/6/30","24","10","9"
"2016/6/30","25","3","9"
"2016/6/30","33","2","9"
"2016/6/30","42","4","9"
"2016/6/30","42","13","9"
"2016/6/30","46","2","9"
"2016/7/31","1","10","9"
"2016/7/31","3","1","9"
"2016/7/31","3","10","9"
"2016/7/31","5","6","9"
"2016/7/31","10","1","9"
"2016/7/31","10","7","9"
"2016/7/31","13","7","9"
"2018/3/1","15","9","9"
"2018/3/1","20","12","9"
"2018/3/1","21","12","9"
"2018/3/1","22","10","9"
"2018/3/1","33","1","9"
"2018/3/1","47","9","9"
"2018/4/1","9","2","9"
"2018/4/1","10","3","9"
"2018/4/1","10","6","9"
"2018/4/1","10","16","9"
"2018/4/1","15","8","9"
"2018/4/1","17","9","9"
"2018/4/1","18","9","9"
"2018/4/1","21","12","9"
"2018/4/1","22","3","9"
"2018/4/1","22","4","9"
"2018/4/1","22","6","9"
"2017/5/1","20","8","9"
"2017/5/1","21","8","9"
"2017/5/1","23","4","9"
"2017/5/1","23","8","9"
"2017/5/1","25","4","9"
"2017/5/1","30","7","9"
"2017/5/1","38","7","9"
"2017/5/1","42","4","9"
"2017/5/1","43","12","9"
"2017/6/1","4","7","9"
"2017/6/1","5","16","9"
"2017/6/1","9","8","9"
"2017/6/1","15","1","9"
"2017/6/1","17","7","9"
"2017/6/1","17","10","9"
"2017/6/1","18","7","9"
"2017/6/1","18","10","9"
"2017/6/1","20","4","9"
"2017/6/1","23","4","9"
"2017/6/1","42","7","9"
"2017/6/1","42","10","9"
"2017/6/1","47","10","9"
"2017/7/1","1","7","9"
"2017/7/1","6","7","9"
"2017/7/1","14","7","9"
"2017/7/1","20","7","9"
"2017/7/1","22","4","9"
"2017/7/1","23","10","9"
"2017/7/1","33","1","9"
"2017/7/1","33","4","9"
"2017/7/1","35","4","9"
"2017/7/1","46","10","9"
"2017/8/1","1","10","9"
"2017/8/1","3","1","9"
"2017/8/1","3","10","9"
"2017/8/1","5","6","9"
"2017/8/1","10","1","9"
"2017/8/1","10","7","9"
"2017/8/1","13","7","9"
"2017/8/1","33","10","9"
"2017/8/1","35","13","9"
"2017/8/1","38","1","9"
"2017/8/1","38","9","9"
"2017/8/1","38","13","9"
"2017/9/1","6","13","9"
"2017/9/1","10","6","9"
"2017/9/1","13","7","9"
"2017/9/1","18","13","9"
"2017/9/1","23","1","9"
"2016/7/31","33","10","9"
"2016/7/31","35","13","9"
"2016/7/31","38","1","9"
"2016/7/31","38","9","9"
"2016/7/31","38","13","9"
"2016/8/31","1","14","9"
"2016/8/31","6","14","9"
"2016/8/31","6","2","9"
"2016/8/31","7","8","9"
"2016/8/31","13","4","9"
"2016/8/31","13","13","9"
"2016/8/31","13","16","9"
"2016/8/31","14","14","9"
"2016/8/31","17","8","9"
"2016/8/31","20","14","9"
"2016/8/31","21","2","9"
"2016/8/31","23","6","9"
"2016/8/31","25","14","9"
"2016/8/31","32","3","9"
"2016/8/31","32","16","9"
"2016/8/31","33","14","9"
"2016/8/31","43","4","9"
"2016/8/31","46","6","9"
"2016/9/30","1","7","9"
"2016/9/30","6","7","9"
"2016/9/30","14","7","9"
"2016/9/30","20","7","9"
"2016/9/30","22","4","9"
"2016/9/30","23","10","9"
"2016/9/30","33","1","9"
"2016/9/30","33","4","9"
"2016/9/30","35","4","9"
"2016/9/30","46","10","9"
"2016/10/31","1","14","9"
"2016/10/31","6","14","9"
"2016/10/31","6","2","9"
"2016/10/31","7","8","9"
"2016/10/31","13","4","9"
"2016/10/31","13","13","9"
"2016/10/31","13","16","9"
"2016/10/31","14","14","9"
"2016/10/31","17","8","9"
"2016/10/31","20","14","9"
"2016/10/31","21","2","9"
"2016/10/31","23","6","9"
"2016/10/31","25","14","9"
"2016/10/31","32","3","9"
"2016/10/31","32","16","9"
"2016/10/31","33","14","9"
